«·œÊ«¡,«· —ﬂÌ»
PharmaPseudo,pseudoEphedrine 60mg+triprolidine 2.5mg / tab
PharmavitA,vitaminA 50000i.u. / cap
PharmavitA/E,vitaminA 30000i.u.+vitaminE 70mg / cap
PharmavitE,vitaminE 100mg / cap
PharmavitE 200,vitaminE 200mg / cap
Procide 500,
Pulmophyllin,diprophylline 37.5mg+guaifenesin 50mg / 5ml
Raly 500,nabumetone 500mg / c-tab
Raly 500,nabumetone 500mg / c-tab
Raly 750,nabumetone 750mg / c-tab
Raly 750,nabumetone 750mg / c-tab
Rhythmosyr 100,disopyramide 100mg / cap
Ribavin 200,
Sedafen,chlorpheniramine 2mg+dextroMethorphan 10mg / 5ml
Sparcin 200,sparfloxacin 200mg / c-tab
Sparcin 200,sparfloxacin 200mg / c-tab
Sparcin 200,sparfloxacin 200mg / c-tab
Tada 10,tadalafil 10mg / c-tab
Tada 20,tadalafil 20mg / c-tab
Tan 150,irbesartan 150mg / c-tab
Tan 300,irbesartan 300mg / c-tab
Tan 75,irbesartan 75mg / c-tab
Ticlodine 250,ticlodipine 250mg / c-tab
Tiol 200,
Torsemide 10,torsemide 10mg / tab
Torsemide 20,torsemide 20mg / tab
Torsemide 5,torsemide 5mg / tab
Tremorstop 0.05,pergolide 0.05mg / c-tab
Tremorstop 0.25,pergolide 0.25mg / c-tab
Tremorstop 1,pergolide 1mg / c-tab
TriSpasm 100,trimebutine 100mg / tab
TriSpasm 200,trimebutine 200mg / tab
Valsasyr 160,valsartan 160mg / cap
Valsasyr 80,valsartan 80mg / cap
Viskasyr,clopamide 5mg+pindolol 10mg / tab
Vitfol,folicAcid 2.2mg+vitaminB6 25mg+vitaminB12 0.5mg / c-tab
Xenar 250,naproxen 250mg / tab
Xenar 500,naproxen 500mg / tab
Zelatine 0.1%,azelastine 0.1%
Zelcol 6,tegaserod 6mg / c-tab
Zeny 120,orlistat 120mg / cap
Zilden 120,diltiazem 120mg / tab
Zilden 60,diltiazem 60mg / tab
Zilden 90,diltiazem 90mg / tab
Zolosyr 100,sertraline 100mg / c-tab
Zolosyr 25,sertraline 25mg / c-tab
Zolosyr 50,sertraline 50mg / c-tab
Zomitan 2.5,zolmitriptan 2.5mg / c-tab
Zomitan 2.5,zolmitriptan 2.5mg / c-tab
Zomitan 5,zolmitriptan 5mg / c-tab
Zomitan 5,zolmitriptan 5mg / c-tab
Petamol 120,paraCetamol 120mg / 5ml
Petamol 250,paraCetamol 250mg / 5ml
ArgeninVita,arginine 759mg / 5ml
Argifull 1000,
Azmatalin,bromhexine 4mg+guaifenesine 50mg+terbutaline 50mg / 5ml
Clonazepam 2.5,clonazzepam 2.5mg / ml
Cortalocal 0.1%,betamethasone 0.1%
Diclosan 100,diclofenacSodium 100mg / supp
Diclosan 12.5,diclofenacSodium 12.5mg / supp
Diclosan 25,diclofenacSodium 25mg / supp
Diclosan 50,diclofenacSodium 50mg / supp
EnfenLite ,
EnfenLite Banana,
EnfenLite Orange,
EnfenLite Strewberry,
FlagyNidazole 500/100,metronidazole 500mg+miconazole 100mg / ovule
FlagyNidazole 750/200,metronidazole 750mg+miconazole 200mg / ovule
GlobiVite,calcium 10mg+copper 0.2mg+folicAcid 0.05mg+honey 100mg+iron 10mg+lysine 20mg+malt 500mg+manganese 0.25mg+panthonicAcid 2mg+vitB1 5mg+vitB2 1mg+vitB3 10mg+vitB6 1mg+vitB12 0.005mg / 5ml
GlobiVite,calcium 10mg+copper 0.2mg+folicAcid 0.05mg+honey 100mg+iron 10mg+lysine 20mg+malt 500mg+manganese 0.25mg+panthonicAcid 2mg+vitB1 5mg+vitB2 1mg+vitB3 10mg+vitB6 1mg+vitB12 0.005mg / 5ml
GlobiVitePlus,
GlobiVitePlus,
Glycerine 1000,glycerine 1000mg / supp
Glycerine 1600,glycerine 1600mg / supp
Glycerine 2100,glycerine 2100mg / supp
Glycerine 5400,glycerine 5400mg / supp
Histatifen 1,ketotifen 1mg / 5ml
JointFix,capsicum 0.062%+glucoseAmine 0.3% / 1gr
Kbone,vitaminD3 400i.u.+vitaminK1 0.025mg / 1ml
Ketoprofen 2.5%,ketoprofen 2.5%
Koofless,guaifenesin 33.3mg+oxomemazine 1.835mg+paracetamol 33.3mg / 5ml
KooflessMini,guaifenesin 25mg+oxomemazine 0.92mg+paracetamol 10mg / 5ml
Laxivit 3.33,lactitol 3.33mg / 5ml
MinoxidilVita 2%,minoxidil 2%
MinoxidilVita 5%,minoxidil 5%
"Mycolocal 100,000","nystatin 100,000i.u. / 1ml"
Noscar 0.5%,allantoin 0.5%
Novolgyn,"neomycin 35,000i.u.+nystatin 100,000i.u.+polymexineB 35,000i.u. / ovule"
OsteoFix,calcium 600mg+cupper 0.5mg+magnesium 40mg+manganese 1.8mg+vitminD3 5000i.u.+zinc 4.5mg / c-tab
OsteoFix,calcium 150mg+magnesium 75mg+vitminD3 0.002mg+zinc 3mg / 5ml
Paracetamol 120,paraCetamol 120mg / 5ml
Paracetamol 250,paraCetamol 250mg / 5ml
Quadroxinall,betamethasone 0.5mg+clioquinol 10mg+gentamicin 10mg+tolnaftate 1mg / 1gr
RectoVit,guaiphenisine 66.6mg+oxomemazine 3.3mg+paracetamol 66.6mg+sodiumBenzoate 66.6mg / supp
SeruTop 0.9%,sodiumChloride 0.9%
SeruTop 0.9%,sodiumChloride 0.9%
TioVit 300,tioconazole 300mg / ovule
Tritazone,chlorhexidine 11.5mg+dexamethasone 1mg+nystatin 100000i.u. / gr
ValproVital,sod.Valproate
VentoPhyllineFort,acefylline 500mg / 5ml
VitaBone,vitaminD3 400i.u. / 1ml
VitaDay,potassiumFluoride 0.25mg+vitaminA 1500i.u.+vitaminC 30mg+vitaminD3 400i.u. / 1ml
VitaFer,ferrousSulfate 15mg / 1ml
Vitagesic,ibuprofen 100mg+paracetamol 125mg / 5ml
VitaKids,
VitaKids,
VitaMax,
VitaPeridone 10,domPeridone 10mg / supp
VitaPeridone 30,domPeridone 30mg / supp
VitaPeridone 60,domPeridone 60mg / supp
VitaZinc 10,zinc 10mg / 1ml
VitaZinc 20,zinc 20mg / 5ml
Viteal,
Metronidazole 200,metronidazole 200mg / 5ml
ParaCetamol 200,paraCetamol 200mg / 5ml
Valdtreb,pseudoEphedrine 30mg+triprolidine 1.25mg / 5ml
Valdtreb,pseudoEphedrine 60mg+triprolidine 2.5mg / tab
Acnemycin 1%,clindamycin 1%
AcnemycinPlus,
Allegradine 120,fexofenadine 120mg / c-tab
Allegradine 180,fexofenadine 180mg / c-tab
Allegradine 60,fexofenadine 60mg / c-tab
Antacid,aluminiumHydroxide 200mg+MagnesiumHydroxide 200mg / chew-tab
Antacid,aluminiumHydroxide 200mg+MagnesiumHydroxide 200mg / chew-tab
Antacid,aluminiumHydroxide 200mg+MagnesiumHydroxide 200mg / chew-tab
Antacid,aluminiumHydroxide 200mg+MagnesiumHydroxide 200mg / chew-tab
Aqopam 200,
AquaDiKana,
Artibiline,artichoke 2ml+boldo 1.35ml+rhubarb 1.65ml / 5ml
Artibiline,artichoke 2ml+boldo 1.35ml+rhubarb 1.65ml / 5ml
Atroxylate,
BabyCone 40,simethicone 40mg / ml
BabyCone 40,simethicone 40mg / ml
"BabyKanaFleet 1,000",glycerol 1000mg / supp
Baclofen 10,baclofen 10mg / tab
Bisoprolol 10,bisoprolol 10mg / c-tab
Bisoprolol 5,bisoprolol 5mg / c-tab
Caffispirin,aspirin 250mg+caffeine 65mg+paraCetamol 250mg / c-tab
Calamino,calamine 10%
Candesartan 16,candeSartan 16mg / c-tab
Candesartan 32,candeSartan 32mg / c-tab
CareVit,panthenol 1%+vitaminA 0.55%
Clozapine 100,clozapine 100mg / tab
Clozapine 25,clozapine 25mg / tab
Colchicine,colchicine 1mg / tab
DextroGyacol,dextromethorphan 10mg+glycerylGuiacholate 100mg / 5ml
Dulotexine 20,duloxetine 20mg / cap
Dulotexine 30,duloxetine 30mg / cap
Dulotexine 60,duloxetine 60mg / cap
Dysenitria 100,
Dysenitria 16.6,
"ExtraFormin 1,000",metformin 1000mg / c-tab
ExtraFormin 500,metformin 500mg / c-tab
ExtraFormin 500,metformin 500mg / c-tab
ExtraFormin 500,metformin 500mg / 5ml
ExtraFormin 850,metformin 850mg / c-tab
ExtraForminPlus 500/2.5,
ExtraForminPlus 500/5,
ExtraGesic,diclofenacSodium 50mg+paraCetamol 500mg / tab
Flex 2,tizanidine 2mg / tab
Flex 4,tizanidine 4mg / tab
Folifer,ferrousFumarate 308mg+folicAcid 0.35mg / tab
Folifer,ferrousFumarate 308mg+folicAcid 0.35mg / tab
Folifer,ferrousFumarate 308mg+folicAcid 0.35mg / tab
Fungatol 1%,tolnaftate 1%
Gatifloxacin 200,gatifloxacin 200mg / c-tab
Gatifloxacin 400,gatifloxacin 400mg / c-tab
HemSat 250,etamsylate 250mg / c-tab
HemSat 500,etamsylate 500mg / c-tab
HydrinZ,diphenhydramine 2%+zincAcetate 0.1%
KanaBComplex,panthenol 1.55mg+vitaminB1 1mg+vitaminB2 1.5mg+vitaminB6 0.25mg+vitaminPP 7.5mg / 5ml
KanaBComplex,panthenol 1.55mg+vitaminB1 1mg+vitaminB2 1.5mg+vitaminB6 0.25mg+vitaminPP 7.5mg / 5ml
Kanabenzyl 25%,benzylBenzoate 25%
Kanabrax,chlordiazepoxide 5mg+clidiniumBromide 2.5mg / c-tab
Kanabrax,chlordiazepoxide 5mg+clidiniumBromide 2.5mg / c-tab
Kanabrax,chlordiazepoxide 5mg+clidiniumBromide 2.5mg / c-tab
Kanabron,parigoricElixir 1mg+polygalaExtract 0.1mg / 5ml
Kanabronchit,codeine 5mg+guaifenesin 200mg / 5ml
Kanabronchit,codeine 5mg+guaifenesin 200mg / 5ml
Kanacid,aluminiumHydroxide 225mg+MagnesiumHydroxide 200mg / 5ml
Kanacid,aluminiumHydroxide 225mg+MagnesiumHydroxide 200mg / 5ml
Kanadine,codeine 8mg+paraCetamol 500mg / tab
KanadineExtra,cafeine 30mg+codeine 8mg+paraCetamol 500mg / tab
Kanadol 100,paraCetamol 100ml / ml
Kanadol 100,paraCetamol 100ml / ml
Kanadol 120,paraCetamol 120mg / 5ml
Kanadol 120,paraCetamol 120mg / 5ml
Kanadol 120,paraCetamol 120ml / 5ml
Kanadol 120,paraCetamol 120ml / 5ml
Kanadol 160,paraCetamol 160ml / 5ml
Kanadol 160,paraCetamol 160ml / 5ml
Kanadol 250,paraCetamol 250mg / supp
Kanadol 325,paraCetamol 325mg / supp
Kanadol 500,paraCetamol 500mg / tab
Kanadol 500,paraCetamol 500mg / cap
Kanadol 500,paraCetamol 500mg / tab
Kanadol 80,paraCetamol 80mg / chew-tab
KanadolCold,chlorpheniramine 1mg+paraCetamol 160mg+pseudoEphedrine 15mg / 5ml
KanadolCold,chlorpheniramine 1mg+paraCetamol 160mg+pseudoEphedrine 15mg / 5ml
KanadolFlu,dextroMethorphan 15mg+paraCetamol 325mg+pseudoEphedrine 30mg / c-tab
KanadolNight,diphenhydramine 25mg+paraCetamol 500mg / tab
KanadolNight,diphenhydramine 25mg+paraCetamol 500mg / tab
Kanadrex 25,H.C.T.Z. ( HydroChloroThiaZide ) 25mg / tab
Kanaflagyl 0.75%,metronidazole 0.75%
Kanaflagyl 0.75%,metronidazole 0.75%
Kanaflagyl 125,metronidazole 125mg / 5ml
Kanaflagyl 200,metronidazole 200mg / 5ml
Kanaflagyl 250,metronidazole 200mg / tab
Kanaflagyl 500,metronidazole 500mg / tab
"Kanafleet 2,000",glycerol 2000mg / supp
KanaFlufed,pseudoEphedrine 60mg+triprolidine 2.5mg / tab
KanaFlufed,pseudoEphedrine 60mg+triprolidine 2.5mg / tab
KanaFlufedPlus,
Kanafolic 5,folicAcid 5mg / tab
Kanagenic,aluminium&PotassiumSulfate 250mg+sodiumchloride 7250mg+sodiumPerBorate 3500mg / sachet
Kanagesic,orphenadrine 35mg+paraCetamol 450mg / tab
Kanahydrin,ammoniumchloride 100mg+diphenhydramine 10mg / 5ml
Kanahydrin,ammoniumchloride 100mg+diphenhydramine 10mg / 5ml
KanaKemo,carbinoxamine 1mg+codeine 5mg+ephedrine 2mg / 5ml
KanaKemo,carbinoxamine 1mg+codeine 5mg+ephedrine 2mg / 5ml
KanaKinzal 80,telmisartan 80mg / c-tab
Kanalax 10,bisacodyl 10mg / c-tab
Kanalax 5,bisacodyl 5mg / c-tab
Kanalaxin 7.5,bisacodyl 7.5mg / ml
Kanamazole 1%,clotrimazole 1%
Kanamazole 1%,clotrimazole 1%
Kanamethacin 100,indomethacin 100mg / supp
Kanamidol,caffeine 60mg+paraCetamol 500mg+pyrilamine 15mg / c-tab
KanaMinoxidil 2%,minoxidil 2%
KanaMinoxidil 5%,minoxidil 5%
KanaOcuvite,copper 2mg+lutien 2mg+selenium 0.055mg+vitaminA 1000i.u.+vitaminC 200mg+vitaminE 60i.u.+zinc 40mg / c-tab
KanaOcuvite,copper 2mg+lutien 2mg+selenium 0.055mg+vitaminA 1000i.u.+vitaminC 200mg+vitaminE 60i.u.+zinc 40mg / c-tab
Kanaphen,diphenhydramine 25mg / tab
Kanaplexil,glycerylGuaiacholate 66.6mg+oxomemazine 3.3mg+paracetamol 66.6mg+sodiumBenzoate 66.6mg / supp
Kanaprazole 20,esomeprazole 20mg / cap
Kanaprazole 40,esomeprazole 40mg / cap
Kanapril 20,fosinopril 20mg / tab
Kanapril 20,fosinopril 20mg / tab
KanaProfen 100,ibuProfen 100mg / 5ml
KanaProfen 300,ibuprofen 300mg / cap
KanaProfen 400,ibuprofen 400mg / c-tab
Kanapsorias 0.005%,calcipotriol 0.005%
Kanapsorias 0.005%,calcipotriol 0.005%
Kanasalazin 500,sulfaSalazine 500mg / c-tab
Kanasalazin 500,sulfaSalazine 500mg / c-tab
Kanasalizone,dexamethasone 0.05%+salicylicAcid 2%
Kanasalizone,dexamethasone 0.05%+salicylicAcid 3%
Kanaspirin 100,aspirin 100mg / tab
Kanaspirin 100,aspirin 100mg / tab
Kanaspirin 100,aspirin 100mg / tab
Kanaspirin 325,aspirin 325mg / tab
Kanaspirin 75,aspirin 75mg / chew-tab
Kanaspirin 81,aspirin 81mg / cap
Kanaspirin 81,aspirin 81mg / chew-tab
"Kanastatin 100,000",nystatin 100000i.u. / gr
"Kanastatin 100,000",nystatin 100000i.u. / gr
"Kanastatin 100,000",nystatin 100000i.u. / gr
"Kanastatin 100,000",nystatin 100000i.u. / gr
"Kanastatin 100,000","nystatin 100,000i.u. / 1ml"
"Kanastatin 100,000","nystatin 100,000i.u. / 1gr"
"Kanastatin 100,000",nystatin 100000i.u. / vag-tab
"Kanastatin 500,000",nystatin 500000i.u. / tab
Kanasulide 100,nimesulide 100mg / tab
Kanatox,eucalyptus 5mg+euginol 3mg+menthol 3mg / loz
KanaVitA 0.025%,vitaminA 0.025%
KanavitACD,vitaminA 1500i.u.+vitaminD 400i.u.+vitaminC 35i.u. / ml
KanavitB1 300,vitaminB1 300mg / c-tab
KanavitB1 300,vitaminB1 300mg / c-tab
KanavitBComplex,vitaminB1 10mg+vitaminB2 6mg+vitaminB6 5mg+vitaminB12 0.01mg / c-tab
KanavitBComplex,vitaminB1 10mg+vitaminB2 6mg+vitaminB6 5mg+vitaminB12 0.01mg / c-tab
KanavitC,vitaminC 500mg / sachet
KanavitD3,vitaminD3 400i.u. / ml
KanavitD3,vitaminD3 400i.u. / ml
KanawatiAntacid,aluminiumHydroxide 200mg+MagnesiumHydroxide 200mg / chew-tab
KanawatiAntacid,aluminiumHydroxide 200mg+MagnesiumHydroxide 200mg / chew-tab
KanawatiAntacid,aluminiumHydroxide 200mg+MagnesiumHydroxide 200mg / chew-tab
KanawatiAntacid,aluminiumHydroxide 200mg+MagnesiumHydroxide 200mg / chew-tab
Kanazol,mebendazole 100mg / 5ml
Kanazol 100,mebendazole 100mg / tab
Kanazol 100,mebendazole 100mg / tab
KanaZovak 200,acyclovir 200mg / tab
KanaZovak 400,acyclovir 400mg / c-tab
KanaZovak 5%,acyclovir 5%
KanaZovak 5%,acyclovir 5%
KanaZovak 800,acyclovir 800mg / c-tab
LacActiveMelasma,fluocinolone 0.01%+hydroQuinone 4% +tretinoin 0.05%
Lamex 4%,
Lipozol 10,atorvastatin 10mg / c-tab
Lipozol 10,atorvastatin 10mg / c-tab
Lipozol 20,atorvastatin 20mg / c-tab
Lipozol 20,atorvastatin 20mg / c-tab
Lipozol 40,atorvastatin 40mg / c-tab
LysinKanaSpirin 1000,lysineAspirin 1000mg / tab
Magnesia,magnesiumHydroxide 311mg / chew-tab
"MegaClav 1,000",amoxicillin 875mg+clavulanicAcid 125mg / c-tab
MegaClav 600,amoxicillin 600mg+clavulanicAcid 42.9mg / 5ml
MegaClav 600,amoxicillin 600mg+clavulanicAcid 42.9mg / 5ml
MegaClav 625,amoxicillin 500mg+clavulanicAcid 125mg / c-tab
Mexatalin,terbutaline 1.5mg / 5ml
NewPhylin,guaifenesin 30mg+theophylline 50mg / 5ml
Nornartan 5/160,amlodipine 5mg+valsartan 160mg / tab
NornartanPlus 5/12.5/160,amlodipine 5mg+H.C.T.Z. (HydroChlorThiaZide ) 12.5mg+valsartan 160mg / tab
Norvamil 10,amlodipine 10mg / tab
Norvamil 2.5,amlodipine 2.5mg / tab
Norvamil 5,amlodipine 5mg / tab
Norvartan 160/10,amlodipine 10mg+valsartan 160mg / tab
Norvartan 160/5,amlodipine 5mg+valsartan 160mg / tab
Norvartan 320/10,amlodipine 10mg+valsartan 320mg / tab
Norvartan 320/5,amlodipine 5mg+valsartan 320mg / tab
NorvartanPlus 160/10/12.5,amlodipine 10mg+H.C.T.Z. 12.5mg+valsartan 160mg / tab
NorvartanPlus 160/5/12.5,amlodipine 5mg+H.C.T.Z. 12.5mg+valsartan 160mg / tab
NorvartanPlus 160/5/25,amlodipine 5mg+H.C.T.Z. 25mg+valsartan 160mg / tab
NorvartanPlus 320/10/25,amlodipine 10mg+H.C.T.Z. 25mg+valsartan 320mg / tab
Ogen 100,lamotrigine 100mg / c-tab
Ogen 25,lamotrigine 25mg / c-tab
Ogen 50,lamotrigine 50mg / c-tab
Olanza 10,olanzapine 10mg / c-tab
Olanza 5,olanzapine 5mg / c-tab
Platinox 75,clopidogrel 75mg / c-tab
Platinox 75,clopidogrel 75mg / c-tab
Plavog 75,clopidogrel 75mg / c-tab
Pralinide 1,repaglinide 1mg / tab
Ranitidine 300,ranitidine 300mg / c-tab
RanitidineB 400,ranitidineBismuthCitrate 400mg / c-tab
RanitidineB 400,ranitidineBismuthCitrate 400mg / c-tab
Rapiclar 250,clarithromycin 250mg / c-tab
Rapiclar 250,clarithromycin 250mg / c-tab
Rapiclar 500,clarithromycin 500mg / c-tab
Rapiclar 500,clarithromycin 500mg / c-tab
Rawand,aspirin 1%+rhubarbExtract 5%
Rawand,aspirin 1%+rhubarbExtract 5%
Reboxetine 4,reboxetine 4mg / tab
ReumaOff 60,acemetacine 60mg / cap
Romacalm 15,meloxicam 15mg / supp
Romacalm 15,meloxicam 15mg / tab
Romacalm 7.5,meloxicam 7.5mg / supp
Romacalm 7.5,meloxicam 7.5mg / tab
Samtrim,sulfamethoxazole 200mg+trimethoprim 40mg / 5ml
Samtrim,sulfamethoxazole 400mg+trimethoprim 80mg / tab
SamtrimForte,sulfamethoxazole 800mg+trimethoprim 160mg / tab
Scopalin 10,hyoscine 10mg / c-tab
SparoF,sparfloxacin 200mg / tab
SparoF,sparfloxacin 200mg / tab
Supergesic,diclofenacPotassium 50mg+paraCetamol 500mg / c-tab
Supergesic,diclofenacPotassium 50mg+paraCetamol 500mg / c-tab
Topfil 10,tadalafil 10mg / c-tab
Topfil 20,tadalafil 20mg / c-tab
Trimasone,betamethasone 0.5mg+betamethasoneDipropionate 0.64mg+clotrimazole 10mg / gr
Trimelon 100,trimebutine 100mg / tab
TrioPhillin 100,theophylline 100mg / tab
Triophillin 200,theophylline 200mg / tab
Uraline,citricAcid 720mg+sodiumBicarbonat 1760mg+sodiumCitrate 630mg+tartaricAcid 890mg / sachet
UralineFort,citricAcid 0.1gr+biCarbonateSodium 4.96gr+tartaricAcid 4.21gr / sachet
Vegwana 100,sildenafil 100mg / c-tab
Vegwana 50,sildenafil 50mg / c-tab
Venexor 25,venlafaxine 25mg / tab
Venexor 50,venlafaxine 50mg / tab
Venexor 75,venlafaxine 75mg / tab
Vicksorub,camphor 3%+menthol 3%+methylSalicilate 3% 
Vicksorub,camphor 3%+menthol 3%+methylSalicilate 3% 
VicksorubBaby,camphor 3%+menthol 3%+methylSalicilate 3% 
VicksorubExtra,camphor 4%+menthol 10%+methylSalicilate 30% 
VicksorubExtra,camphor 4%+menthol 10%+methylSalicilate 30% 
VicksorubPlus,camphor 3%+menthol 5%+methylSalicilate 15% 
Voltarino 100,diclofenacSodium 100mg / supp
Voltarino 12.5,diclofenacSodium 12.5mg / supp
Voltarino 25,diclofenacSodium 25mg / c-tab
Voltarino 50,diclofenacSodium 50mg / c-tab
Voltarino 50,diclofenacSodium 50mg / c-tab
Voltarino 50,diclofenacSodium 50mg / supp
Zaltradol 50,tramadol 50mg / c-tab
Zitromaxine 100,azithromycin 100mg / 5ml
Zitromaxine 200,azithromycin 200mg / 5ml
Zitromaxine 200,azithromycin 200mg / 5ml
Zitromaxine 200,azithromycin 200mg / 5ml
Zitromaxine 250,azithromycin 250mg / cap
Zitromaxine 500,azithromycin 500mg / c-tab
Zitromaxine 500,azithromycin 500mg / c-tab
Akadvil 100,ibuProfen 100mg / 5ml
Anticoquelucheux,bromoform 10mg+codeine 5mg+ipecacuanha syrup 6mg+tolu 3mg / 5ml
AntiPain,aspirin 250mg+caffeine 65mg+paraCetamol 250mg / tab
BalsameKanawati,ammoniumChloride 4mg+CalciumLactate 100mg+codeine 10mg+guaiacol 77mg+tolu 370mg / 5ml
Broncophylline,dyphylline 48.1mg+potassiumGuiacholSulfonate 32.1mg / 5ml
Broncophylline,dyphylline 200mg+guaifenesin 200mg / tab
Captopress 25,captopril 25mg / tab
Captopress 50,captopril 50mg / tab
Childmol 200,paraCetamol 200mg / 5ml
Cordiamine,nikethamide 2.5mg / ml
DoxyMethorphan,dextroMethorphan 15mg+doxylamine 6.25mg / 5ml
Dr.Zahra,zincOxide 33.3%
Eczodine,
EFed,pseudoEphedrine 30mg+triprolidine 1.25mg / tab
EFed,pseudoEphedrine 60mg+triprolidine 2.5mg / tab
Gynoxine,aluminium&Potassium)phosphate 0.3mg+biCarbonateSodium 3mg+sodiumBorate 5mg+sodiumCarbonate 0.5mg+sodiumchloride 0.5mg+sodiumPerBorate 3000mg / sachet
Histarax 10,hydroxyZine 10mg / 5ml
KrozeFastan 10,
KrozeFastan 20,
KrozeFastan 40,
KrozeFastan 5,
Laxol,citricAcid 1250mg+magnesiumOxide 3650mg+sodiumPicosulfate 5mg / sachet
Laxol,citricAcid 1250mg+magnesiumOxide 3650mg+sodiumPicosulfate 5mg / sachet
Levocetrizine 5,levoCetirizine 5mg / 5ml
Malgine 100,aspirin 100mg / chew-tab ( fruit-taste )
MalgineEC 500,aspirin 500mg / c-tab
NewBroncophylline,dyphylline 200mg+guaifenesin 200mg / tab
NoColic 0.125,hyoscyamine 0.125mg / ml
Oralyt,glucose 10gr+sodiumchloride 1.45gr+sodioumchloride 0.75gr / sachet
Uronal kanawati,citricAcid 100mg+biCarbonateSodium 4690mg+tartaricAcid 4210mg / sachet
Vermezol 100,mebendazole 100mg / chew-tab
Confido,√—ÃÌ—Ì« 32„€+«” —ﬂ«‰ « 32 „⁄+Õ”ﬂ 32„€+Œ” 16„€+›”Ì›”«¡ 16„€+ ”Õ·» 65„€+„—Œ 33„€+„ÊﬂÊ‰« 16„·€ / Õ»…
Confido,√—ÃÌ—Ì« 32„€+«” —ﬂ«‰ « 32 „⁄+Õ”ﬂ 32„€+Œ” 16„€+›”Ì›”«¡ 16„€+ ”Õ·» 65„€+„—Œ 33„€+„ÊﬂÊ‰« 16„·€ / Õ»…
Cystone,√ﬂÌ—«‰ Ì”16„€+ √Ê‰Ê”Ê„«16„€+œ«ÌœÌ„Êﬂ«—»Ê” 65„€+⁄“Ì—16„€+ ›Ì—Ê‰ﬂ« 16„€+›Ê… 16„€+ ﬂ«”—ÕÃ— 49„·€ / Õ»…
Cystone,√ﬂÌ—«‰ Ì”16„€+ √Ê‰Ê”Ê„«16„€+œ«ÌœÌ„Êﬂ«—»Ê” 65„€+⁄“Ì—16„€+ ›Ì—Ê‰ﬂ« 16„€+›Ê… 16„€+ ﬂ«”—ÕÃ— 49„·€ / Õ»…
Herbolax,œÊœÌ… 70„€+”‰«50„€+”Ê”40„€+“‰Ã»Ì· 45„€+⁄‰» œÌ» 40„€+Â‰œ»… ( ‘⁄Ì—…50+ »—Ì…50) „€ / Õ»…
Herbolax,œÊœÌ… 70„€+”‰«50„€+”Ê”40„€+“‰Ã»Ì· 45„€+⁄‰» œÌ» 40„€+Â‰œ»… ( ‘⁄Ì—…50+ »—Ì…50) „€ / Õ»…
Himplasia,
Kilose,’„€ —« ‰ÃÌ+ﬁÀ«¡+ﬁ·À+’»—+»Ìﬂ—“Ê—Ì“«+«‰ Ì”+»Ì·”«‰+ÃÌ„Ì‰«+·Ê»«”„«+ —Ì€«·«+»—‰ﬁ+’⁄œ
Kilose,’„€ —« ‰ÃÌ+ﬁÀ«¡+ﬁ·À+’»—+»Ìﬂ—“Ê—Ì“«+«‰ Ì”+»Ì·”«‰+ÃÌ„Ì‰«+·Ê»«”„«+ —Ì€«·«+»—‰ﬁ+’⁄œ
Kilose,’„€ —« ‰ÃÌ+ﬁÀ«¡+ﬁ·À+’»—+»Ìﬂ—“Ê—Ì“«+«‰ Ì”+»Ì·”«‰+ÃÌ„Ì‰«+·Ê»«”„«+ —Ì€«·«+»—‰ﬁ+’⁄œ
Liv 52,«⁄‘«» ‰»« Ì… ·«· Â«» «·ﬂ»œ «·›Ì—Ê”Ì
Liv 52,«⁄‘«» ‰»« Ì… ·«· Â«» «·ﬂ»œ «·›Ì—Ê”Ì
Liv 52,«⁄‘«» ‰»« Ì… ·«· Â«» «·ﬂ»œ «·›Ì—Ê”Ì
Liv 52,«⁄‘«» ‰»« Ì… ·«· Â«» «·ﬂ»œ «·›Ì—Ê”Ì
Liv 52, «Â·Ì·Ã 32„€+»«”„« 33„€+„€œ 32„€+”‰« 16„€+ÿ—›«¡ 16„€+ﬁ»«— 65„€+ﬁÌ’Ê„ 16„€+Â‰œ»… 65„€ / Õ»…
Liv 52, «Â·Ì·Ã 32„€+»«”„« 33„€+„€œ 32„€+”‰« 16„€+ÿ—›«¡ 16„€+ﬁ»«— 65„€+ﬁÌ’Ê„ 16„€+Â‰œ»… 65„€ / Õ»…
Mentate,Œ·«’«  ‰»« Ì… ·«÷ÿ—«» «·–«ﬂ—…
Mentate,Œ·«’«  ‰»« Ì… ·«÷ÿ—«» «·–«ﬂ—…
Pilex,„” ÕÌ… 5%+≈ﬂ·Ì» «3%+«—Àœ3%+¬–—ÌÊ‰2%+ﬂ«›Ê—1.2%+»Ê—«ﬂ”1%+»«”„«1%
Pilex,»Ì·”«‰130+ ﬁÌ—16+√“œ—Œ 7+ »—»—Ì”32+ √„·Ã16+ Â‰œ»… ‘⁄Ì—…16+ Œ—‰Ê»16+ «Â·Ì·Ã16 „·€/Õ»…
Pilex,»Ì·”«‰130+ ﬁÌ—16+√“œ—Œ 7+ »—»—Ì”32+ √„·Ã16+ Â‰œ»… ‘⁄Ì—…16+ Œ—‰Ê»16+ «Â·Ì·Ã16 „·€/Õ»…
Rumalaya,ﬂ«›Ê— 5%+‰⁄‰«⁄ 10%+’‰Ê»—5%+ﬁ—›… 2.5%+“Ì  ”„”„ 22%
